post_text,label,split
 . mostrequestlive onairromeo please play idontwannaliveforever by zaynmalik and taylorswift mostrequestedlive,positive,train
park communications ltd https t . co zvkkbtuab ,positive,train
"for a second there , i thought potus s message to flotus was intended for trump . future leader of the united states . ",positive,train
 salon how many of them or family members will lose their aca obamacare ? https t . co t tgmx ai ,positive,train
 ihsnzlkfle its like you read my mind,positive,train
i used to wonder what albinos look like naked . whether we re the same or whether we re different . ,positive,train
hmmm . everyone s already in a relationship . ,positive,train
rt shelleyhennig it almost killed me too . https t . co ayy lhb vz,positive,train
trump s nazi followers are already openly targeting jews in montana donald trump montana nazis via thedailybanter,positive,train
name a personal friend who front squats more than me and i ll suck his dick,positive,train
 gt you enter the messian church . hp low . alignment chaos . mara summoned . gt you are forcibly removed from the messian church . ,positive,train
rt rpgsite nintendo has refurbished ds systems for only shipping https t . co mdsml kpq can order it to arrive before christmas . ,positive,train
"ian cleary is now following me on twitter ! thank you ian cleary ! say hello anytime , i am a https t . co bjnrjjtpiu https t . co jegm orlqc",positive,train
zayn and camila are the real snakes of this industry do yall finally get it,positive,train
user business https t . co m q spfgcz,positive,train
 adclaidekanes also ive literally never wanted to physically fight someone as much as i want to fight her and that almost happened tonight,positive,train
i can t study for my last paper tomorrow . god the laziness is strong in this one . ,positive,train
dexters st johns wood estate agents https t . co xoq ms uim,positive,train
a good photograph is knowing where to stand . ansel adams,positive,train
albany powers https t . co ugsbgktxby https t . co cbj doph ,positive,train
"when i had to wear contact lens , it was under doctors consultations . i was . i hope you consulted a doctor first . https t . co cqxhydde ",positive,train
also i hate it when they wash put wax on my hair and roughhouse it like its some kain buruk . ,positive,train
american non sequitur society we don t make sense . we like pizza . ,positive,train
 meetthebatman so . when do we pick the wedding rings . ,positive,train
stability itself is nothing else than a more sluggish motion . ,positive,train
rt kirasposey i cant fuckign br athe https t . co sjairedlsx,positive,train
why do fake dating aus get me so good,positive,train
"seth baker , d . o . https t . co s xxf rh v",positive,train
new year same me suckers ! ! ! ,positive,train
 msnrthrh awww jangan lah . focus on the lightsaber . but thankyou haha,positive,train
 oralcarter joenbc we ve had a fill your propaganda mill amp now we have greta ! off to a very bad start ! mccain pre https t . co ixzuuvwhsb,positive,train
lol . boosted going past a parked cop . lucky he can t stop and cross a highway . hope he can t post me a ticket though,positive,train
hawk i m hungry okamoto hi hungry i m dad,positive,train
rt daildylanobrien news dylan is officially finished with teen wolf . he had his last day on set yesterday and tyler came to support him . ,positive,train
rt joshtpm breaking cnn reports intel report to obama and trump said that russia has compromising info on trump . . . https t . co ewcc xt ,positive,train
"rt espn last game , russ got ejected and finished with assists . tonight fastest triple double of his career pts , ast , reb at ",positive,train
"i feel the need to tweet something bad about realdonaldtrump , like he s a habitual liar , corrupt , psychopathic wort on the butt of humanity",positive,train
" naacp ldf rolandsmartin first today , house does away with most of the ethic s office amp jeff session hearing reco https t . co xhunhetr ",positive,train
 morning joe joenbc joe ! the crusades ! that is where this is heading ! that s clarity ! i call it the huckabee f https t . co bdyhcfwvhq,positive,train
rt yongsterszmbls spread . . . tuesyong tilltheend https t . co w qowhxdi ,positive,train
 gaj wait . actually . why not have a family of albinos kan . wait wait . no thats a bad idea,positive,train
" cnnpolitics wall , what wall ? we don t need no stinking nicolledwallace",positive,train
 don t i get a phone call to who ? everyone you know is either dead or hates you https t . co r ayqowdhk,positive,train
 thinkprogress what a twisted mind ! ! https t . co h du zma,positive,train
follow instructions guyz para happy tayo gopayt dreamteamyong,positive,train
 okhan me next time ,positive,train
user kawvalleyhearing https t . co nnjmugcfpi,positive,train
rt hamillhimself she took a little piece of all of us with her . toosoon https t . co qikuqpr p,positive,train
"propaganda mill at msnbc ! paid by msnbc , worked for trump never admitted phil griffin complicate ! ! ! nbc complicat https t . co d zd dtmqp",positive,train
hanged man entered nirvana just by being touched by aleph . ,positive,train
" vanlynlaw merry christmas , lovely lady . ",positive,train
"rt nikifrovs my brother , who should have definitely been killed when i shot him with an arrow some years ago , just texted me this https ",positive,train
rt okaystardust heartbreaking art by musetapstudios on instagram https t . co wpqmusdmr ,positive,train
rt jalenmosby we got a rich one over here y all https t . co c t vb gls,positive,train
 adclaidekanes none that i need to get caught up on anyways why,positive,train
we need more orlando brown in our lives,positive,train
 yongzter love you more bhe wearepayting foryong,positive,train
rt trialsofdraco the saddest story in pictures https t . co hkh cakpa ,positive,train
hello middle east chapter paytforyourdreams yong,positive,train
rt tmi source happy new year everyone ! here s to an even better ! https t . co mnj o duro,positive,train
there are some malay words that i m still having trouble finding the english equivalent to . dongak . jakun . ,positive,train
"outrageous ! ! trumpsays he is going to cut back gut cia amp nsa , they are to political ! ! this is treasonous , tyranny , u https t . co ijttl lb b",positive,train
"rt hananyxnyx azfarovski also , here . https t . co c w mnogzm",positive,train
rt dalsyquaked the charmed reboot they think we want vs the one we want https t . co yy zvrvpbl,positive,train
user steroids https t . co dmuiq hyeg,positive,train
" rightwingwatch possible , if he lies most of the time about other people it s possible he lies about himself ! in fac https t . co jzqs zqaye",positive,train
 now nowzayn like sands of time,positive,train
 moimori nope . self portrait . ,positive,train
who the fuck is jesus christ,positive,train
now ! the case can be made ! how do you attend mr . presidents the inauguration of a president that was assisted by th https t . co ddnyqb vjl,positive,train
" kevinmaddendc rt you say . . . . . russia today , is that it ? you re trump voter right ! most the only one s that read https t . co zbm m zis ",positive,train
so cute https t . co npeyxu rdl,positive,train
 wandayunita well . like . duh its the us kan . hahaha . silly azfar . ,positive,train
rt andrearussett ahhahahahaha instagram comments have me dying https t . co nsrdarkeoh,positive,train
rt thewalkgindead clarke just siad i need you im actually malfunctioning ? ? ? someone dm me for my house address so you can inform the par ,positive,train
 now nowzayn vote for zayn c,positive,train
 nocturnaltapir but i dont have a girlfriend ,positive,train
"trump lavishes pres . putin with praise on day after new sanctions you voted for trump , you voted for putin also ! ! way to go you ll ! suckers ! ",positive,train
 dollahkhair anashssn intanwfaizal its not easy to incorporate everything in all at once just to cater to one specific standard . ,positive,train
 politico an ethics plan ? ? this is what he understands to be ethics ! ! ! where s the money ? https t . co wtowyuccbk,positive,train
"rt somerposey there are so many reasons why i admire tyler posey and i think the way he opens his heart and encourages us , is one of them ",positive,train
 bainilah alrighty . thanks for the input ! ,positive,train
if they couldn t eat they would die so yeah get yourself a girl who s not dead then https t . co kzgsru wub,positive,train
"awl , inc https t . co wo sqphko ",positive,train
 cameronhoodkin i have truly been enlightened and fucked up tonight thank u,positive,train
rt slaybitchsiay maybe next year maybe next year maybe next year maybe next year lol u thought u not ,positive,train
the one good thing about repeating your mistakes is that you know when to cringe . ,positive,train
 farrajoe haha . aite . thankyou ! ,positive,train
 rinnarira she doesnt look like an albino though . o,positive,train
ageism is cruel . ,positive,train
 lydiamcrtins definitely call in and don t get other people sick,positive,train
user lmfjbatonrouge https t . co p scuf la,positive,train
our official tagline for today paytforyourdreams yong https t . co vdfjposmh,positive,train
" kristyjarvis kathy , so you ll get one thing correst , hc server was not hacked ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! https t . co x uvmfvxpn",positive,train
rt fifthharmony twenty seventeen https t . co jxwhfiitcc,positive,train
aleph dabbed ! ,positive,train
vitale smyth and associates llc https t . co e xceasgfd,positive,train
rt kj apa dream team https t . co yfrdilart ,positive,train
 bigvarick bannerite naacp ldf rolandsmartin i assume all white alt right ? deplorable amp sickening ! https t . co bhtnte s,positive,train
user tbtransmissions https t . co dzhdu akzk,positive,train
lifestyle builders https t . co y ucgqxu a,positive,train
 madreeve dm me . im in joyah mode,positive,train
bearcom garland https t . co gchbnbau j,positive,train
user business https t . co jkvcxwz ba,positive,train
rt cutcreasemom everyone posts glam selfies and sparkly dresses while theyre at parties me https t . co bewpqqmiur,positive,train
 keiynanlonsdale happy birthday ! ! ! thank u for being who u are ! can t wait to see what next year brings you ,positive,train
rt alexs danvers archie i think i m in love with veronica betty omg me too archie wait . . . what betty https t . co l qh ,positive,train
rt kgarea big talk kg amp realchriswebber discuss the evolution of the nba big man . . . kgarea https t . co rxen rwmh,positive,train
 ntmessage joenbc joshgreenman a lack of knowledge ! so tell me where the illegal bush wars expense is listed ! ! off https t . co tovlc buqc,positive,train
" dollahkhair meetthebatman sama je kot . i can see the shape and all just fine . cuma takkan appreciate the minor details la . mancung , kuncup",positive,train
user autoadviceline https t . co qdvgxkp pl,positive,train
 gaj lucydiangkasa but i cant see for more than feet away . sambil bertweet life is so unfair . sambil bertweet ,positive,train
can my friends underage siblings please unfollow me already so that i can start cussing like a sailor again . thankyou . consideratebigbro . ,positive,train
fuck i ve finished californication . what do i do now,positive,train
 mehzabeenie live in summer instead,positive,train
rt sonjustdont same https t . co wyv nhn kf,positive,train
"hey heh , i see . you re no ordinary kid , are you ? ",positive,train
rt kat mcnamara one week ! we re super excited ! domsherwood shadowhunterstv shadowhuntersseason https t . co pjvxr yix,positive,train
clickaway redwood city verizon store phone repair computer repair https t . co u bgeda qt,positive,train
 anneclairecnn sonymusicglobal somebody said that sony music was hacked again . cybersecurity,positive,train
 highzyl me exams remember . after . then we can date every single day . ,positive,train
rt dearjohns harry is alive y all burn him alive cruficy him draco is a dick and racist y all either mute or my poor baby ,positive,train
" yashparikh which one did you watch ? his latest one was rustom i think , it was pretty good",positive,train
power couple ! https t . co oakngnvesy,positive,train
god id love to see rich in town https t . co tnwipxhqxb,positive,train
 maskstim amin to that ! ,positive,train
wow i cant stop watching my lrt,positive,train
hmm . designing a sword hilt is harder than i thought . at first i thought i wanted to write words like stargazer or something . ,positive,train
so i told zayin to rebel against the center . . he actually did it the absolute madman hahahahahahaha ! ,positive,train
 weneedtrump are you a member of the cub ? ,positive,train
kenneth cheung is now following me on twitter ! thank you kenneth cheung ! say hello anytime https t . co jwyjhfhvrh https t . co lzyhwv nht,positive,train
 adclaidekanes . . . . . . . unless taylor maybe wants to . . . . drop ts . . . . . taylorswift ,positive,train
" joenbc greta ! minutes into her new program , two her favorite fox guest , mccain amp priebus . hadto check channels ! https t . co atmrah giu",positive,train
welp . looks like i m not going out today . screw it . ,positive,train
rt yongstersofc it s the fate that makes them look a like yongkissreturnonpbb,positive,train
 hananyxnyx what do you mean not counted it was a near death experience,positive,train
rt thelifeofkale when you think of some clever shit after the argument is over that would ve changed everything https t . co p tydqfmxc,positive,train
crying for eternity because i m not in cf right now . ,positive,train
"rt najwazuihisham . if u wear tudung , your attitude matters , if you don t wear tudung , ur attitude still matters . like generally everyo ",positive,train
zayn for best video we re voting for pillowtalk by zaynmalik for bestmusicvideo at the iheartawards ! https t . co ypuw txfyv,positive,train
bellamy clarke i could write an mla format essay on why i love them but a development canonically each other s weakness ! ! ! ! ! ! ,positive,train
 dollahkhair anashssn intanwfaizal azam . . . this is malaysia we re talking about vlets be real here . . . . . . ,positive,train
"joe scarbrough , megan kelly amp great van s ! fox on nbc ! ! ! i m sad ! it s shameful ! no ! i will never watch them ! ! no https t . co qtf wobad ",positive,train
beach boys confirm they re considering playing trump s inauguration https t . co ku nhwpkz via huffpostent,positive,train
rt rehsifyar i believe in you . borglife,positive,train
or . i could put in one of my poems and be like tadaaa . i birthed this sword with art https t . co gr kz spxr,positive,train
rt gmwwriters i wish all of you who have grown with us a happy new year . may we begin it with what riley has always wished for maya h ,positive,train
thats so shitty lmfao https t . co kwfyh mzqo,positive,train
house domestic repairs https t . co o xes txqj,positive,train
rt parkermolloy is off to quite a start . https t . co v xwy j gp,positive,train
user gotawatch https t . co siv zb f,positive,train
property and spain https t . co dlyzhlwgx ,positive,train
user sonam https t . co flzymivfa ,positive,train
" thehill have you ever heard anything crazy er ? ? soften what ? he always been soft in the head ! go home and hide , j https t . co tqfovjdiyl",positive,train
 cameronhoodkin u can t post new vines next month,positive,train
"rt matthewdaddario in london . . . . no sign of dom . if he claims he s from england , wouldn t someone here have heard of him ? whereisdomfrom ",positive,train
 syahput hyperventilates ,positive,train
 cameronhoodkin oh thats so cute omg,positive,train
 dollahkhair well i m already telling you now . tak banyak pun gay scenes . mostly very graphic and nerve wrecking . ,positive,train
user roselaundry https t . co dehzbncce,positive,train
" morningmika joenbc mika , mika . . . . . . . . . . . . . . bail ! ! ! not a boat to travel on ! ! passengers , bannon , trump , kelleyan https t . co bsxgjsvdy ",positive,train
ok . i should go live in a hutan . bye bye . ,positive,train
"i be typing shit , then i be deleting shit . ",positive,train
i think my body holds well to sudden changes like this . the longest i ve gone without sleep was hours and it didnt kill me . . . obviously,positive,train
"so what it s only pm , i m sleepy so i m going to sleep for at least a couple of hours or more . ",positive,train
 amnakayy season ! ! ,positive,train
 faeznajmuddin get the hell outta here,positive,train
"give me the equivalent names of these two in malay , i dare you . https t . co gqagvfm n",positive,train
user anadrol https t . co izod vfbvc,positive,train
rt nabiiilllllla this was last night at the star wars rogue one movie premiere of starwarsmfc starwarsmy . damn lit https t . co eiz bs ,positive,train
rt sportscenter merry dunkmas from the king . https t . co hx kmtmxlp,positive,train
 mostrequestlive onairromeo mostrequestedlive play idontwannaliveforever by zayn and taylor swift,positive,train
hey sondra barrera thanks for the follow ! ,positive,train
rt jaboukie me to my anxiety people are focused on themselves . they re not thinking about you depression ever me that s not what i mea ,positive,train
hey sharon lynn thanks for the follow ! ,positive,train
nobody knows how it might end up,positive,train
 crooksandliars nikita said in that soviets would conquer us without firing a shot ! he didn t but he did not have a buddy as president ! ,positive,train
rt harruuuuuvirani my friends are kinda fine https t . co yx quzxfnn,positive,train
nielson hoover https t . co zii njq ma,positive,train
rt iamsrk this nye be smart not stupid . don t drink and drive . love u all . dontdrinkanddrive raeeskisuno https t . co hy gwup yu,positive,train
rowan is so eloquent and the kind of person i strive to be even now and she s going to keep going on and doing amazing things and changing,positive,train
farewell . ,positive,train
rt kirasposey they just wanted a happy unproblematic senior year together ? ? ? they just wanted to focus on school and each other and then ,positive,train
you got the swag sauce you drippin swagoo,positive,train
user lopez https t . co ri gcmftlk,positive,train
 salon they shouldn t be pictured together ! ! daylight amp dark ! ! honest amp truthful ! vs dark amp evil ! ! ,positive,train
" cameronhoodkin she , the kids and one of my stepsisters are gone for weeks ",positive,train
 report kuwait pressured to move event to trump hotel what will he pressure you for ? ? ? or his alt right pals ? https t . co lvfyjltxmr,positive,train
" nbcnews told putin what a numb , evil , murderer he is without opening his mouth ! ! ! https t . co bepl swiwt",positive,train
"me , thinks about how terribly the narrative and fandom treat scott tyler kill bill sirens go off ",positive,train
"sorry to ask , but . . . mind helping me with these guys ? ",positive,train
 would literally die for each other keep each other grounded always call each other out when needed https t . co p dha ikbh,positive,train
communityunity . us https t . co c kmpezg ,positive,train
 kellyannepolls what a fine mess we can expect ! ! ! ! ! https t . co eupfxwj tc,positive,train
"stop searching . happiness is right next to you . now , if it d only take a bath . ",positive,train
its ok bes . . https t . co intu bs t,positive,train
the end of labor is to gain leisure . ,positive,train
 anashssn no anas . a doctor who studied albinism already debunked this . she said its not even a chance . not sure how though,positive,train
rt amy santiagos adclaidekanes thank you so much allie ! ! ! ! ! you made my year better too ! ily ! ! https t . co dz yqccyeg,positive,train
wall . what wall ? we don t need no stinking wall ! ! ! ! ! ! ! ! ! ! https t . co nkc hmegcl,positive,train
"it looks like your boy , nutty yahoo , is as dirty as you are . you re next , you con man . realdonaldtrump you ar https t . co zmvz v odr",positive,train
universal fitness pt https t . co lyk cvorf,positive,train
 chris villain how do you always stay so positive ? what gets you through when things aren t going well ? ,positive,train
rt kennleandre and now there are two ! https t . co rme ngrehg,positive,train
user middlesexcountynj https t . co dtmd sxlca,positive,train
tiddly tubbies . . . ,positive,train
new year same me suckers ! ! ! ,positive,train
intercontinental sydney double bay https t . co oghe glfem,positive,train
 meyrabyha muhdraffiqq how dare you . it is not a torchlight okay . its a glowing dild ok you know what . girls will never understand . ,positive,train
 ashrafariff i m sorry . i never chose to have such a faggoty face ,positive,train
i sure as heck wouldn t know how to handle it if my child was different . hopefully i ll be the greatest dad ever to him her . ,positive,train
" briannafrost you re up very early , brianna . i have insomnia so i m just chilling and sending realdonaldtrump derogatory tweets . ",positive,train
god rip the secret circle so bad,positive,train
 msnbc how would you like to live in his district ? ? ? ? ? ? ? https t . co fvq qgq,positive,train
"i had to learn not to want stuff i couldn t have , otherwise , i d go crazy wanting stuff i can t have . ",positive,train
" copycatlily entah this guy . his new year s resolution is to build a beach house , with a pool , a jetty , and a lighthouse for photoshoots . ",positive,train
"cell phone repair near me , north miami , florida https t . co vqotr fc",positive,train
what is huawei ups ? https t . co lell ymsd,positive,train
 frvnkvx waaaaaant ! ,positive,train
 highzyl hahaha omg was it you ? you dont have to crush confess to someone . i already love you to the moon and back,positive,train
rt thefunnyteens when the only gift you can afford is friendship https t . co egddigimfc,positive,train
 adclaidekanes clarify this is about the caption . bc im still dead inside over that,positive,train
 calcalhughes where s the smart money playa ? ,positive,train
rt yongsters zs bea viel wow hugot na this . . haha wearepayting foryong,positive,train
hey cup real estate thanks for the follow ! ,positive,train
 glennbeck worried joe scarbrough is a propagandist ! i ve watched him since he came on . he has a well formed team https t . co wiki kk w ,positive,train
 that must be wonderful ! i don t understand it at all . ,positive,train
rt hellatreehill name a more iconic upgrade . . . i ll wait https t . co xgcizxzqrt,positive,train
rt azfarovski which would you rather have ,positive,train
user eternaltattooink https t . co xlwqfu ,positive,train
woah there buddy . sit and calm down . https t . co ejsrwemjuy,positive,train
rt aihumdullilah may your skin get clearer and your love reciprocated in ,positive,train
user carsonm https t . co ll cceacc ,positive,train
"surprisingly , opening your own university doesn t actually cost that much . ",positive,train
rt blinkanjell look at this stupid idiot https t . co slxmix q,positive,train
i did buy syndicate for its dishonored esq feel to it though . huhu,positive,train
hey temitope oluwabusayo thanks for the follow ! ,positive,train
you just dont realized how much i tweet about you . gopayt dreamteamyong,positive,train
all these pencils and still no bakat . https t . co ccae jjl ,positive,train
rt theofficeposts wiser words have never been spoken . https t . co h zbvwxk ,positive,train
entigrity solutions https t . co dgzq ei zo,positive,train
jacobson https t . co zebkv om ,positive,train
user sharonshar https t . co uglndjo i ,positive,train
rt darrencriss thank the lawd https t . co gac yoqg r,positive,train
 gt aleph nods at you . ,positive,train
rt anashssn what if kaki ayam is actually tangan dia all this while ? https t . co rolyjkikki,positive,train
your domestic life may be harmonious . ,positive,train
" cnnpolitics preacher , propagandist amp weight trainer for djt ! ! working on slowing down vulgar mouth of djt amd lyi https t . co ijyvigvr f",positive,train
 amy santiagos it just means pics of the fc and people use it so their tags look better than tagging it as face or whatever ! ,positive,train
"rt saisailu if this ain t me , idk what is https t . co p ajpogmw",positive,train
 mahvsss mishellkhan mahvish you re bailey in real life,positive,train
 marijuanx everyone loves him more than me . even my friends say this . ,positive,train
 speakerryan you half sack of rocks ! ! ! ! you mention courage ! you have shown a lack of courage second to none over the past year ! ,positive,train
" wildpipm i know you re not a social media fan but happy birthday ! ! ! ! thank u for being u , speaking out on issues and playing bellamy ily",positive,train
 maleoutrage you can watch fox and get the same crap ! ,positive,train
global education academy https t . co mmaem gplp,positive,train
lol i sound like a tweetberbayar,positive,train
zayn for best video pillowtalk by zaynmalik for bestmusicvideo at the iheartawards https t . co b fzosxm,positive,train
"rt tokyofashion yr old harajuku duo in dark minimalist styles w comme des garcons , cote amp ciel , azul , sly amp dr . martens https t . c ",positive,train
rt cwriverdalenews pictures from yesterday s last day of filming for https t . co lsvd qlbsg,positive,train
rt thewalkgindead bellarke shippers are shaking in their boots ? ? https t . co ibz xfn mz,positive,train
 thehill are they in the swamp or out of the swamp ? https t . co ffurwmlssb,positive,train
" politico wuerker clowns to the left of me , jokers to the right , here i am stuck in the middle with a man in a te https t . co g fnwzl xc",positive,train
rt dearjohns anyway harry is the best hp character and y all are kidding urselves if u think its draco,positive,train
sharon roberts is now following me on twitter ! thank you sharon roberts ! say hello anytime https t . co eq jnoe https t . co g b wguivd,positive,train
fuck i hope the people i ve emailed don t call the branch to talk to me tomorrow . i d be fucked . everyone would know i was looking at leavin,positive,train
"rt patriots michael floyd powers his way into the end zone for his first touchdown with the patriots , the th player to catch a td from ",positive,train
 tinseltownpr it s probably one of those magic mirrors that tells him he s the greatest and has the best hair everyday . ,positive,train
"kinda wanna throw a shindig , kinda don t wanna deal with all the hassle . ",positive,train
 helen catherina merry christmas helen ! have a blast . also i want cookies thankyou,positive,train
play me in ball,positive,train
trump lap dogs ! see bill krystal appearance on mj ! know what s funny joe was predictingtrumps victory before mo https t . co b h ycntr,positive,train
 pwilliamsd bring fox agents over msnbc is phil griffin s act keeping with the trump effort ! something like j https t . co bcogdoaifl,positive,train
you d be surprised at how dedicated i am in filling up my poked i mean . capturing shiny pokem i mean . finding albino people . yes . ,positive,train
"me it s am and u shouldn t watch anything but if u gotta , u should catch up on a show ur behind on also me https t . co dpoop o ",positive,train
 annamayjay you re ,positive,train
hey debra ruh thanks for the follow ! ,positive,train
be mature enough yong paytforluckysun,positive,train
 fishing dale markknoller they paid for it banana brain ! ! ! ! ! ! ! ,positive,train
go . away . https t . co ewo gx ye,positive,train
 ahmdariff thanks i know my entire existence is one big joke . also im albino,positive,train
 thehill thank you mr . will for caring about the law ! are there any in congress that care ? https t . co lxucxot g ,positive,train
 bakedalaska wish you didn t do what you do ! https t . co c t mnpc,positive,train
" lawrence i know they do ! ! ! most people know they do ! ! ! she does too , but she is lying as usual ! ! ! ! ! ! ! https t . co nmyhfmx cy",positive,train
farewell . ,positive,train
rt roanne a problem is a chance for you to do your best . duke ellington tuesyong tilltheend,positive,train
zayn for best video pillowtalk bestmusicvideo iheartawards https t . co cmysurmcb ,positive,train
user missiontrailcameras https t . co sorpduzqh ,positive,train
 glennthrush reince whata complete fool ! only the evangelicals will applaud this crap ! using christmas to imply tr https t . co bhwz qdv,positive,train
hey philippe trebaul thanks for the follow ! ,positive,train
praying for better days yong backtomanila,positive,train
rt halsey hit that cover of forbes like it s nothing https t . co vd li jcmi,positive,train
rt tvwatchtower bellamyxstiles i ve said this before bellamy is not sidelined in season . he s dead center in the thick of all of it a ,positive,train
 cameronhoodkin tell me ur mbti type so i know it s real,positive,train
rt cameronhoodkin dovecameron petition to remake every reese witherspoon movie ever and have u playing her roles for all of them,positive,train
" realdonaldtrump lie no . . . . . . . . oh , i lost count , in the thousands ! https t . co pzq lq gxp",positive,train
"down with the tide . shoot , alabama can t win the title every year . way to go clemson . collegefootballplayoff",positive,train
"i m so bad with directions , i still fail at trying to find this hair salon . what the heck . ",positive,train
 highzyl trust me when i tell you this . i ve been yours since the first day we met . ,positive,train
rt violtbaudelaire but real talk everyone is fucking problematic at least once its how they react and respond to the situation that real ,positive,train
 rhaeman nah . ive looked at myself in the mirror . pretty damn sure i dont need some big ass snapchat filters to hide my ugly . unlike someone,positive,train
underlying principle of socio genetics superiority is recessive . ,positive,train
"wow finally a witch show for me , ur local witch enthusiast ! ! ! ! ! https t . co iyrwihuqhx",positive,train
user mickybotter https t . co bdofevw v,positive,train
happy birthday ruhi maryam have a good one ! ! ,positive,train
 hafiey uu . almost everyone picked prophecy . ,positive,train
 baba khan these are getting to me man,positive,train
zayn for best video cc pillowtalk bestmusicvideo iheartawards https t . co rzcpeo yp ,positive,train
im wherzing i hate thsi https t . co s hhgaqju,positive,train
 misslizzygirl yongvoree wearepayting foryong,positive,train
find yourself a pa that s willing to do stuff like this https t . co uimlkdsvbp,positive,train
im gonna apply for it . don t know how i feel about auckland though,positive,train
i m voting pillowtalk for bestmusicvideo at the iheartawards zaynmalik q,positive,train
spyridon bodicam is now following me on twitter ! thank you spyridon bodicam ! say hello any https t . co jm pmhcm https t . co owkkhpu qu,positive,train
 naddyduddy i still wuv you though . wait no . i love zyl . ,positive,train
rt funnypicsdepot remember when jaden smith dropped the hardest verse of https t . co bztncozytz,positive,train
" doncheadle it is a little unfair , don . the people who admire your work , and you , don t get to have their days made . signed , a fan . ",positive,train
and we re back . as frail looking and wimpy as ever . ,positive,train
 joenbc thanks for reminding me that alabama plays clemson for the college football national championship tonight . something useful from u . ,positive,train
" adha gore , rape , violence , and stuff",positive,train
rt meechonmars me god if you get me out this situation i promise ill change god gets me out the situation me https t . co rdrair ,positive,train
vine isn t even dead yet can everyone come back now,positive,train
if you haven t been up til am watching comic con panels have you really ever actually been on the internet ? ,positive,train
 gt aleph danced furiously across the dance floor ! ,positive,train
prime location https t . co uyrbcrakyg,positive,train
 fayeqhaque finn was my dude ! ! he was relatable and you could see him grow through the movie and i liked him way more than rey,positive,train
"the sun mama is now following me on twitter ! thank you the sun mama ! say hello anytime , i https t . co ltfgcm czl https t . co qimqvr ggf",positive,train
 cameronhoodkin i hope ur day went well i love u,positive,train
rt wallswcst why is no one talking about ross bulter aka reggie mantle my mans look fine as hell https t . co kupsgtvpom,positive,train
rt theherd who are you to criticize the way i grew up . . . i don t think george karl is qualified to speak on the way i grew up . kenyo ,positive,train
you re definitely on their list . the question to ask next is what list it is . ,positive,train
this girl is a genius . https t . co dd xwofwxr,positive,train
quote and requote mga bes paytforyourdreams yong,positive,train
"sorry to ask , but . . . mind helping me with these guys ? ",positive,train
user emanuellenrd https t . co uk amklpuy,positive,train
"rt antoniaquestpho i agree ! stay on message tttttttttrrrrrrrrruuuummmppppppp ! his lies , a traitor ! he has sinned against america ! ! he ",positive,train
rt syendxh uuuuu is that ur pet azfarovski https t . co bnqqljmmve,positive,train
 faeznajmuddin syazwanshahrul or else . kick me,positive,train
"if two people love each other , there can be no happy end to it . ernest hemingway",positive,train
not sure why kids these days like to take steroids to gain muscle mass that much . that shit is dangerous yo . ,positive,train
" dollahkhair when you apply pressure to it , it reverts back to its original form via sublimation . because the intermolecular force broke . ",positive,train
 . . . looks like this was good timing . ,positive,train
zayn for best video pillowtalk bestmusicvideo iheartawards https t . co l ydzfvfor,positive,train
rt kirasposey they find so much comfort in each other ? ? ? ? ? https t . co hjo k lz ,positive,train
"i could really use a hug from stolarmusic , darrencriss or chris villain right now . those guys give amazing hugs . ",positive,train
rt segseu i was looking thru my da found this meme again and wanted to update it lol dead full here https t . co mrxhc dyus https t . ,positive,train
 madreeve thanks bby lt ,positive,train
"sharon lynn is now following me on twitter ! thank you sharon lynn ! say hello anytime , i am https t . co o vccmjh m https t . co v l x mri",positive,train
why the cia thinks russia wanted trump to win https t . co qcg jvdrrr,positive,train
hug me like a pillow tuesyong tilltheend,positive,train
you can smell the powershift from here . sniff sniff ,positive,train
rt seungchurros remember the teletubbies ? they have kids now . feel old yet ? https t . co goxgyowwre,positive,train
 yashparikh the funniest was when that one dude acted like his power was super live but it was only glowing he was live lmaoo,positive,train
 dollahkhair but we re already hanging out when there s an opportunity . sweet kan . ,positive,train
starboy for aida ! tiana ! cc . vxidlydia ib . insane grimes vine by xscartress https t . co abuvx tag,positive,train
sweet cupcakes https t . co mcge qega,positive,train
 ! ! ! ! ! ! ! ! this is some alex russo tea https t . co wlf etyq,positive,train
" candicekp can ya cowboys sprinkle some of that winning magic on the texans bc , , , , https t . co vjcxaujz i",positive,train
" paulmanafort turns out you re a lair , drt is a lair and both are evil ! ",positive,train
rt farmifahmi azfarovski my own collection ? i have a few from lightsaber league malaysia meet up you can also ask them to help https t ,positive,train
gop lawmaker asks twitter to vote on whether obamacare should be repealed it brutally backfires https t . co s fppjtcj via ifyou nlynews,positive,train
" kellyannepolls do you give lying lessons to realdonaldtrump ? sure , he s been at it longer than you , but you re much smoother . ",positive,train
rt kyliebunbury be still my heart thank you ! ! ! we appreciate you all so much ! https t . co jcyqxv ua,positive,train
" thehill another sexual abuser , . . . . . . . . . . . wanted in norway or denmark , hiding in europe ! trump sides with him ! ! su https t . co ejndnxiact",positive,train
" obamamalik any one that would go against a brother , first black president , just can t be alright ! alt right , i understand ! hatred works ! ",positive,train
" morgfair merry christmas , lovely lady . wish i could see how you ve decorated your home . https t . co t lznoqhas",positive,train
